gmap_id,nombre_restaurant,id_estado,valoracion_promedio
0x89a8912a983be143:0x24b73ea804a97b37,Beach Box Eatery,NC,4.4
0x89babdc36f510acb:0x67834faa4b3cd0a3,The Swan Terrace,VA,4.1
0x889388d6056ee39b:0xaaa869e5d2acf6d1,Local Shrimp House and Fresh Market,FL,4.3
0x89b64eecc655e20f:0x60e248999227af2,Red Zone Grill,VA,3.3
0x88d9c7effc0aa0c3:0x11668ce6113509bd,Shelley's,FL,4.6
0x88f593c2cc3838bb:0x93ad9a53b6bea49a,Adam's Restaurant and Piano Bar,GA,3.4
0x89b8095bfa5a95db:0xaa6273ef74eb140,Wheelhouse Restaurant,MD,4.4
0x885682c3ee9b6325:0x3e07485a1dfa33a,Carolina Meat & Fish Co.,NC,4.0
0x88c2c7d7aaaaaaab:0xf07066b87b25dff1,Salem's Fresh Eats,FL,3.3
0x88d928d5774be84b:0xbcd006a5bf502553,Cool Vibes Cafe,FL,4.8
0x88ee01c3487b3f4b:0x576c79446fbf12d2,Cajun Seafood Express,GA,4.6
0x89c819fb19816e2f:0x200184468e9556db,The Crab Queen,MD,4.6
0x88ec8536c4744741:0x826c38334b70919f,Strait From The Sea,FL,4.6
0x89c82eddf7f25145:0x9829e151c38d8c3e,J & T Seafood,MD,4.8
0x8856df0b100480a5:0xdd86404ce809af92,Cotton's Seafood Restaurant,NC,4.5
0x89b7629b0b8e7471:0xc618b0820b7d09d0,Isaac’s Restaurant & Pub,MD,3.2
0x88f9cdac66765fb1:0x6080eb14cde4799d,Calvin’s Roasted Fish And Salads,GA,4.2
0x88f51122e6ee55cd:0xcbed87ad337b1afc,Mikkeys Retro Grill,GA,4.3
0x89006abf40f853c1:0x7f7945ef38347f93,El Chepo Taqueria,SC,4.4
0x89b83c56af0862e5:0x9d0cdb64f142129,Harrison's Harbour Lights,MD,4.1
0x88f4fd3101a4f57d:0x9a35f7e190c01e55,CAJUN CRAB DADDY,GA,4.8
0x89ba9d53cd3a0df5:0x3e486056e0a8eb5e,Forrest Seafood Kitchen,VA,4.2
0x89c8067f02b007d7:0x3c57a6958933ced1,Long John Silver's,MD,3.3
0x88d9ab3c0464cbad:0x8d8a03e0080b49c6,Le Sugar Reef,FL,4.0
0x8890e8c923c87b49:0xe43c5fa7e92ebd85,Nichols Surf & Turf,FL,3.8
0x89b6bf99f5337eb1:0xf1e9bb7eca58f878,JT's Bourbon Street Grille,VA,3.9
0x88f500d8bb22bdc3:0x63779b8fc327f5ca,Marie's@Ummat Cafe,GA,4.5
0x89ba9562a22e987d:0xe515df34b45f65a0,Fat Fish Restaurant,VA,4.2
0x89b9685a70263f4f:0xd42cd4c6ccb6a49,The Jackspot 2014,VA,3.4
0x8900655479369181:0x6850cad0819fd12f,SOHO Steak & Seafood Sushi Bar North,SC,3.8
0x88f546c51c5a390b:0x5f6e3d5d46692dd3,Acworth Fish Camp,GA,3.2
0x88d9b49b075a9751:0x92429acee4b1364f,TATEL Miami,FL,4.3
0x885ac8d1d7203169:0x94838e4a6df23ef3,Captain D's,VA,4.2
0x89a45b2fe5555555:0x19473990599f5793,St Waves Seafood & Steaks,NC,4.0
0x88de1d3e0f3a137d:0x9c177580802812fb,Pompano Grill,FL,4.8
0x88d7375f8b536103:0xcf2fc0bfda6217cf,Atlantic's Edge Restaurant,FL,4.1
0x8894b5a3706dcd85:0x38e3721e82fbabb,Hong Kong Bistro,FL,4.4
0x88c299817dd715c5:0xefcdba8dc78740b9,City Girl Seafood,FL,4.5
0x88d9062f0467f135:0x25b30504fcaff647,King Chef,FL,4.0
0x88c2efa12defcb19:0x953adbf1106980ba,Fountain Grille Restaurant,FL,3.5
0x89c7fdc2fef23149:0xe285d99a76b16ca1,Pisces Crab & Seafood,MD,4.4
0x8894b5987718225f:0x56aacf60f0f5ef02,Papa Joe's Oyster Bar & Grill,FL,3.5
0x89ac85729617c787:0xba2916b00f42dfbc,Seafood Express,NC,4.4
0x88e5b78eb160bc75:0x9880104c14d33d23,St Marys Seafood & more Express,FL,4.4
0x88f5058bf2a7ecc9:0x97badb4a18a885df,GENKI Noodles and Sushi - Buckhead,GA,3.7
0x88f6b80d207342cf:0x235df6a7d0cca34c,Shark's Fish & Chicken,GA,4.3
0x888ccdbac8c63cbd:0x63f4e8dce18c3532,Ayden Lounge,GA,3.9
0x8854f81611ad81e9:0x3b06015f8f6e8e52,Jones Creek Fish Camp,NC,4.4
0x88f5a62db3576db9:0x967a5a04f35cef75,David's Crab House of Savannah,GA,3.9
0x89b929ab3fc3f8e3:0x28576dce5a4608af,Ocean City Fish Co.,MD,3.8
0x89007d6c4d9d5c7d:0x8cc8e2b566e4b46b,Mr Crab North Myrtle Beach,SC,4.1
0x88d9abeaca91c38f:0x66e1ccbe60e0cf1e,The Crab Pot,FL,4.4
0x88d9c7eff5ac446d:0xc316c992f2113106,Carrabba's Italian Grill,FL,3.9
0x88db398f5b7a7947:0x22127a8a7ac9fc0f,Summerlin Jake's Seafood & Steaks,FL,3.9
0x88db3c0e75bcb0a7:0x64a61deebc9d46d1,Bootleggers,FL,3.2
0x89b5efb73c5fec89:0xd39a3d900cb8bfa2,Long John Silver's,VA,3.0
0x89b10e23cf3079af:0x1dae25e250c322e4,Sam's Crab House,VA,4.4
0x88915935c1d6a5df:0xe3e68dbdf139ae92,Mitchell's Fish Market,FL,3.9
0x88d9ad255aa368d9:0x417d386c060d11c9,My Ceviche,FL,3.5
0x88f5b28f6caf443f:0xee980eb7f758a74,The Crab City,GA,3.6
0x89b16bebf6542ca3:0xf9a5a0ce159809aa,Awful Arthurs Seafood Co. Raw Bar & Restaurant Henrico,VA,4.3
0x89c8163a0928133f:0x96ce8a463d8f0ec5,Asian Taste One,MD,3.8
0x88fe7d6636c1f8d7:0xf075086fd7cd6ef9,COD TAIL,SC,4.2
0x8853ae63b56f4ea3:0x9abdbb612155e890,Long John Silver's,NC,2.8
0x89acf58c9fbb56e5:0xd23d9a04c089bd62,Faire,NC,3.0
0x89ace6827f51fb5b:0x4e62440956acc31a,Shrimp Boats,NC,4.3
0x89ac92bae90e781d:0x3daf1fab7700da9d,Rock Harbor Grill,NC,3.6
0x89ba986d68b5e663:0x81e8207b7eef9837,Voila,VA,4.7
0x88e5b64a6bfb3483:0x4013afe6f52c5511,Tunis Seafood Wings And Subs Emerson St,FL,4.1
0x89baecbc7805cb8d:0xe4661ee9e81db32,TradeWinds Restaurant,VA,3.3
0x89b3898d441c63b1:0x7353ec4683f0ba5a,Riverbirch Restaurant,VA,4.2
0x88582a90b7561673:0x43c2f4da96e9ec02,BIN112 on trade street,SC,4.6
0x88e5b9da611e2fe3:0x5ede8a9874570415,Boiling Crawfish,FL,4.5
0x88531d6fea0b7509:0x4dc899ac6144221a,Crazy Crab Seafood and Grill,NC,4.1
0x890064ffe819343d:0xb444d4f515f97b1c,Rossi's Italian Restaurant,SC,4.1
0x88f3fdd6742c2eaf:0x1985254b06367927,K's Fish & More,GA,4.5
0x88d9b5500464e18b:0xeaf3b4e63f4b645a,Shuckers South Beach,FL,4.7
0x88f5091304a8c9e5:0x774a63334c84462b,Chichop Taiwanese Grilled&Fried （台湾炸物）,GA,4.3
0x89bacd85358426a5:0xb7dc52b657ca9a20,Pearl's Bay Villa Restaurant and Marina,NC,4.4
0x88d0deb46d169add:0xe84f79899635cf14,Plaza Grill,FL,4.1
0x88fb9feeffb637a1:0x62f90bae282327a6,Popeyes Louisiana Kitchen,GA,2.8
0x89b6f8b469222e51:0xa1b49ce0f1e816bb,"Jerry's Seafood 15211 LANSDALE BLVDB , Bowie Md",VA,5.0
0x88531e59b4604677:0xe7141c5d28dd31f7,Luna Mexican Seafood Bar & Grill,NC,4.2
0x88db185523d5eef3:0x224c559642aba0c6,A Table Apart,FL,4.5
0x88de5f02b549b021:0xc0be17101c3a4db,Avanzare Restaurant,FL,4.0
0x88515993d16954ff:0x7c3c6516c616f5a4,Skinner's Seafood To Go,NC,4.7
0x88f5bd77d0672bc5:0xdb8a6eee00dd05bf,Hondos Shrimp & Fish,GA,4.7
0x88db185526fedf71:0xb9069b1e01b310ba,Wylds Cafe,FL,4.6
0x89b9683a25ac9377:0x78a77aa8c4c9f7a3,The Crab Shack 2008,VA,4.3
0x88e5b3f8a7392ab3:0x44c454fb3a7d6df2,Yara's Seafood,FL,4.1
0x88e742501dd06437:0x91315e0ad4b88db3,Long John Silver's,FL,2.2
0x88e77fa02b9bba31:0xf7a7e8ccd7bd7e3,Peperoncino,FL,4.2
0x88eb356805939fb1:0x1767d047e0534f8,St. George Cantina & Margarita Bar,FL,4.0
0x885970245b920f3d:0x28b29b74f6466f2d,The Moonshine Grill,NC,4.2
0x89baebcfbf5321cf:0x309ad22dbb55cc8b,Yummi Crab,VA,4.4
0x88c2bf274a60cdf1:0x61b6d2d596c1f357,Hooters,FL,4.4
0x89c80f24ffe851d1:0x38dcec11b1417b5a,Oriental Wok,MD,3.7
0x88d9b160c140e255:0xcd248b5c8d79fc6e,Wessel's Tropical BarBQ,FL,4.5
0x89c81840c6002333:0x11b645541764c688,Fat Daddy's Crabs,MD,4.4
0x88f4fbf4d5768dc9:0x1dfacebfa6fb78db,Miami Garlic Crab,GA,3.8
0x88db0334db289ca1:0x617cce936ced706d,Cafe Blu,FL,3.8
0x88e69c1ad01c675d:0xddc1c0c7ce5f950d,Haszard's Open Pit Beef at the Beach,FL,4.6
0x88fb89b84e4c1657:0x1492f14d27afd4c7,Toomers Seafood Restaurant,SC,4.5
0x885308d7da332b97:0x82e3faa814e6790d,Blue Water Grille,NC,4.6
0x884ff116f2e16b21:0xa2789c491c822c85,Long John Silver's,VA,4.0
0x88d7372c25f54c63:0x25eb0bebc12e5442,Reefers Gastropub,FL,4.8
0x89ba942c48ffffff:0xfedae381ac9d1947,Phoenix Restaurant and Lounge,VA,4.2
0x88f56b4fb5cd9997:0x57d7a15684898f0e,Crab Heaven Restaurant,GA,4.3
0x888aa4c1dedc2323:0xbcfc97432f294509,Long John Silver's,GA,3.5
0x88f59d2b62ba58b3:0xe7be54f296e01cff,Ocean & Acre,GA,3.9
0x88e69c36bdb2fd9f:0xc2554bc7b622b0c6,Purple Olive Restaurant,FL,4.6
0x89a9f2e38f0e977b:0xb6fe1d2b658a67f,Oceans Restaurant,NC,3.8
0x89b65ce17fe5fea3:0xd1895be95af809ec,Ostioneria Michoacan Seafood & Oyster Bar,VA,4.1
0x89b7b971839ba221:0xa085a60e2f27fe39,Mid Atlantic Seafood,MD,3.8
0x8851ab61f99e5c9b:0x47cbbf69cbd32402,Shokudo Japanese Seafood,NC,3.9
0x89acfb4a63e63a55:0xa6eec2c17ec29ce4,Poke Bros.,NC,4.8
0x89ba981a4d789b27:0xca93302e9e6beb06,Twin Seafood,VA,4.4
0x89b7ba672b6448f7:0x3d924fb1820d7b2,Kasco's Seafood & Subs Crab House,MD,4.2
0x88f505e5dc79d447:0x1fda151a26f963a9,king crab atl,GA,4.3
0x89ba83237dc871b7:0x3f9990e8045ed306,Joe's Crab Shack,VA,3.5
0x89baa063c6882571:0xa2724e9c94528dc2,Yummy Chinese Restaurant,VA,3.4
0x89b2086b7f641b9d:0xc7dd6272b0f2ae74,Ameri-Kor Seafood LLC,VA,4.4
0x89b109749ca06571:0xd573b6376654a8f1,The Crab Dump,VA,3.9
0x89acf594f4e61463:0xe4a25b1e84982815,Hangover Grill/Shrimp Cage,NC,4.7
0x88f5b987566b5471:0xcc705a4e50fae351,Hokkaido Sushi & Grill Buffet,GA,3.4
0x88ee01b0704c3d91:0xf3f462f5e3723bd0,Tonyo's Seafood,GA,4.6
0x88dd7f7765e09b79:0x76f168b9afe8d95b,Deep Blu Seafood Grille,FL,4.0
0x88d738eb5c27e5cb:0x719894e01de24e82,Lobster Shack,FL,4.2
0x88d9b58d4aaa992d:0xd4e7efef46256eb4,INTIMO,FL,4.8
0x89c78ec989886e8d:0x85fc7808c61a0205,Billy's Crabs,MD,4.0
0x88f9cfe7062d9009:0xbdf549b28f8510e6,Red Crab - Juicy Seafood,GA,4.0
0x89b16b37f1cc6917:0x9e8cc22afd8a0970,Long John Silver's,VA,2.4
0x88c2e240c744d4dd:0x6c25977b3d0ea7e4,T & T Restaurant,FL,4.4
0x89ba830559d05833:0x23c29fbec590a48c,Kings Seafood,VA,4.3
0x89aa1fc7d2d00855:0x8604a1f3bdc210c0,Aubriana's Steak & Seafood,NC,4.2
0x88c3406cd432fffd:0x229f588f188d6423,ABO Sarasota,FL,3.9
0x89a9f53b1056b4d9:0x1a7cf0437ea48019,Ocean Bay Seafood,NC,3.9
0x88db59bedbc88279:0xf3529885a1eba7ba,NO. 1 Whites,FL,3.7
0x89c80faea7486b47:0x811bb681e2a9355a,Razorback's Raw Bar & Grill,MD,4.0
0x89c81cd5e3159e95:0x2a3d20fcc920f073,Long John Silver's,MD,3.6
0x88e6445e2daa7211:0x5cbd184ad3b2715,Highway 19 Restaurant And Music Venue Aka “The Frontier”,FL,4.6
0x88f9d0949f417ba3:0x6be74b9c2a6c0f60,Wings 2 Go,GA,4.4
0x8900311601b24951:0xb8e126280c90b6c8,Get Carried Away Southern Takeout and Catering,SC,4.6
0x88f4f7923c259ab7:0xb8ba7a370e90f51d,Spicy Hill Restaurant,GA,4.8
0x8857b045b9d15ecf:0xc6586538e94e81a0,Andy's of Buffalo,SC,4.2
0x88c2e3e17042babf:0x37c3e19e9ee9b33f,Mr. & Mrs. Crab St Pete,FL,4.5
0x888aa4bebfe9423f:0x64b5a4a0ebb245a9,Duke's Wings And Seafood,GA,5.0
0x89b7eeed3a9cc1cf:0x41ee514f65ad69e4,Allison's Restaurant,MD,4.5
0x88fe8b3543214207:0x7ddaa643037541e7,Carolina Crab House Summerville,SC,3.5
0x88daee6793d47c03:0xc316363a9926e157,Capt. Brien's Seafood & Raw Bar,FL,3.2
0x88d903d687a14b19:0x304fc26f39ca9de5,Crab Du Jour Cajun Seafood Restaurant & Bar,FL,4.3
0x88d8d5d4a9d32753:0xaae61ebcf647877d,Table 427,FL,4.3
0x89b2ad208d5281fb:0x8582909aa41f3807,J.T.'s at the Lavalette House,VA,4.4
0x88e7295ffac6cf31:0x4f28e8e0c78d6a9b,The Hideout,FL,4.7
0x890086df9599f1f5:0xc738288f92f1b517,Carbone's Steak & Seafood,SC,4.1
0x88d9beac5a1975a7:0xba61986ad9eb5daf,Bon Picat Restaurant,FL,4.4
0x885f662604aacdc1:0x8519b03a2d7a08f5,Back Porch Oyster Bar is closed,GA,4.0
0x888ac04a068afd2b:0xa90a1f4c66fd22d7,Captain D's,GA,4.1
0x8890bed589feb893:0xfaf36d782a8d47d,Chet's Catering & Seafood,FL,4.5
0x88e77c5391c0bad9:0x11eccf4be30b8361,Carrabba's Italian Grill,FL,4.0
0x88d9bf357cfa8833:0xf7cc94291ceca96a,Benny's Seafood Restaurant,FL,3.5
0x88541c259536e637:0xe00330bdc09ea348,Fuse Buffet,NC,3.9
0x89aa1fd3e7a56221:0xf44e0514810b380f,Seabird,NC,4.9
0x88e84103bb8b7283:0xb03205891d93b8ae,Boil Yard,FL,3.9
0x89b7b971a519527d:0x22a685f0d9a3436,Yesterday's,MD,4.2
0x89b7bbd5d3cd5029:0x6f2bc6d5b99e0f87,Down home seafood,MD,3.6
0x89b7b92a5339d551:0x86cce3a08258b52,Suburban Seafood,MD,4.1
0x89c80d0ac06eb775:0x724041bf077770fc,Crafty Crab Cockeysville,MD,4.2
0x88f5ba9fe9150279:0x59f5ffeede7ac4d,Joe's Crab Shack,GA,2.8
0x885f8794c83d2ec5:0x493049f73198e75b,Captain D's,GA,4.3
0x8856be368d8ffe81:0x8515e113a398bddf,Sakura Japanese Restaurant,NC,3.9
0x88fab88c5a4b0af7:0x7ae0d53d6cb5c1d2,Angel's Fine Dining,GA,4.5
0x89ac5f79761684d5:0xa288a43e38712525,Cousins Maine Lobster RALEIGH 🦞,NC,3.5
0x88dd7f7929200b0b:0x4f41920d92e7c1d0,Pollito chicken,FL,4.8
0x88530ac89f81c2fd:0x5745eae891996fce,Captain Tom's Seafood,NC,4.3
0x89b929a37d6233bb:0x6b2d0cade8567995,Buddy's Crabs & Ribs,MD,4.2
0x88f523c1cbd4f2ad:0x87cc1c767c1230ad,Crab Hut Express,GA,3.7
0x88540f6dfcab242b:0xbbf082726860f8f5,Divine Fish & Fixin's,NC,4.3
0x89b2d712622b6fc9:0xed29d58128db9e36,The Dahlia,VA,4.5
0x89c806348639d0d7:0x5a2e1bc690dde52e,Bill Bateman's Rosedale,MD,3.9
0x88e767ace1a70c87:0x161ebd0a162deef5,New Orleans Cajun Seafood,FL,3.8
0x88f08603cdbed121:0xb0f4cf1f766dcc28,Captain's Corner,GA,4.1
0x88fac2650c84ffc3:0x4ce64aafb5f3ae2f,CRAWDADDY'S,GA,4.7
0x89ba59e6cac6965d:0x647a3e69acda9a34,Rick’s Maine Lobster 2019,VA,5.0
0x888ccda355414df5:0x35e0be23f7f40e63,The Market,GA,3.3
0x88ec8370092139a7:0xf3f15aedf7fe0b05,Porter Island Seafood Restaurant,FL,4.3
0x88e77af11333ecc7:0x53619e1d73a11a98,Two Chefs Seafood Oyster Bar,FL,4.5
0x88fae38435671689:0xc1c93b808b5639b9,Phillips Seafood,GA,4.0
0x88dd8019a223da7d:0x6518dc6b4dac8df3,Joe's Crab Shack,FL,3.7
0x89ba8506b9a6ebc5:0x7b383c3e3599369f,M & A Seafood,VA,4.3
0x88f4e213427b0001:0x9a86dd0812550731,"Supreme Fish Delight, Camp Creek",GA,4.2
0x89c84035a5b8c495:0xe519abbdaecf94c5,Steamin Mad Crabs,MD,4.3
0x88f4494cd5c7ac27:0x7245dad69a0dcd3f,Shrimp & Fish Box,GA,4.2
0x89b7bf11bcb46319:0x8eea123e6d131d07,Long John Silver's,MD,3.9
0x88f90e6946984069:0xcbdb5394a34c05dd,Lakeside Grille,SC,4.1
0x88d8e260b482bf41:0x30983b9ddc642e12,Rattlesnake Jakes Bar & Grill,FL,4.4
0x89b63f3e164e97cf:0x78a30d807c5bdd66,Mahana Poke,VA,3.3
0x89b7dd2a93a79027:0x136f09adb6c64f3b,"Sakura Japanese Steak, Seafood House & Sushi Bar",MD,4.3
0x89c81d94df65c113:0xdd151e9f66eb20c7,Bryan's Chicken,MD,4.1
0x885577429dda06e5:0x7ce75110769f55d7,Maryland Fried Chicken of Hartsville / The Shrimper,SC,3.9
0x88d9290bf7a09ac1:0x1a23291146fbb6b,Ground & Griddled Bar & Kitchen,FL,4.5
0x89aef5373b4b5f41:0x5099b1e43015e854,33 Oyster Shack,NC,4.4
0x88f51d5398b93b61:0xeae99780198fe4a5,Eastpoint Seafood & Salad,GA,3.7
0x88d7420229e41ea5:0x7899efccb7d9e8a1,Island Grill at Mandalay,FL,3.8
0x88531f48dab77b71:0x764039d7234d05ec,Lil Chef,NC,4.6
0x89ba967543dc2281:0xa20b16ff58d83744,Surf Rider West,VA,3.9
0x89c81d181a274255:0x9f0fe0b56852880e,Lansdowne Inn,MD,4.2
0x89ba82c1614a8ded:0xc10436dc0beb0aeb,Long John Silver's,VA,3.8
0x88fc774c6800b599:0xc4887c22dbc9281d,Outback Steakhouse,SC,3.3
0x88531bd35312551d:0x86695417d23d9484,FATZ,NC,4.3
0x88df2ade0750d195:0x8952547bed18256e,Blue Marlin Italian Grille,FL,3.7
0x88913f4d9de4aa1d:0x55c0933c5d84efb6,THE BLACK PEARL ISLAND GRILL,FL,4.0
0x89b16a7daabc45c3:0xd7841aed6cd0d3d4,Captain D's,VA,3.6
0x88541b4d1a65ee4b:0xdaa6b07fb0f356b1,Shake Shake Seafood,NC,4.7
0x88d9b49013bd285d:0x1d128124b20cea8,Grillfish,FL,4.2
0x88fc0b4e7bc55a85:0xbc84e7459583291c,Big Joe's - Beaufort Barbecue and Seafood Restaurant,SC,3.4
0x89b639c3fb427b4d:0x4260d9c666e0e454,Ocean Blue Island Grill,VA,4.1
0x88e77e4b1298aed1:0x2cbc3712d6f3dcb3,Fat Fish Blue,FL,4.2
0x88ee0bbb0f8c333d:0x48e4cf9e1daf5dfd,Carter's Catfish House,GA,4.2
0x88f51b4d90e618ad:0x68cf1e8a41cc1319,Bankhead Seafood,GA,4.0
0x89b6377d511efca3:0x47d6ea5af630f842,King Wok,VA,3.8
0x88dd175d524431fd:0xc2144267c7ef2d57,Krab Kingz Seafood of Bartow,FL,4.7
0x88dd3955696ebaf1:0x111af25a565e5532,Cravin' Cajun Seafood,FL,4.3
0x89aeaa1c14eb3f0f:0xdd69bcb561bc1cda,"Quickie D""s Seafood",NC,3.7
0x89b645e3e2f789d7:0xc6c78652fd3d5298,Bonefish Grill,VA,4.4
0x89c8051d9e085201:0x2d28defb289c848c,​Tian Yi,MD,3.8
0x88d9ad08ad6278c1:0xba40a6615b7a6f00,Miller's Ale House - North Miami Beach,FL,3.9
0x88db1c3a872fa421:0xe0e32760ee2e7180,Off The Hook Comedy Club,FL,4.5
0x88e5b716c63680e5:0x28d7f53fdfb1f3a5,Juliette's Bistro,FL,4.0
0x88d9ac86435b42f3:0x40084fe22ec0065c,Starting Gate Stone Crab & Oyster Bar,FL,4.9
0x885f2f5d69495555:0x2589fb0ca798cc20,Hiawassee Seafood Bar & Grill,GA,4.4
0x88d9b6840b4ca0f5:0xaa5882990432de8e,Sushi Maki (Brickell),FL,3.8
0x88fc0d767cf0a917:0x75016a31d3946349,Steamer Oyster & Steakhouse,SC,3.7
0x89bac0c1c57965c1:0x1351d4f8922198e3,The Landing,VA,4.5
0x89c7e3d3c1a136f7:0x475c86a61507a4cc,Chase Plaza Seafood,MD,4.5
0x89b7e3513d3fdac7:0x597474d87a8fc16f,Popeyes Louisiana Kitchen,MD,3.3
0x88fc13d9e2f49617:0xcd67034927b1607a,Sweetgrass Restaurant and Bar,SC,4.0
0x89c9f3222ec568a7:0x3efbe59565f3635d,The crab 99,MD,4.5
0x89acc2e1e435bb27:0xcca569f7678725f6,Guru India Restaurant,NC,4.1
0x89b65c750c873ef1:0x43767fadabb0f8ff,Mackey's American Pub,VA,3.7
0x88d1ab7a240f110f:0x363f16eeeddcf35,Fish,FL,4.6
0x885318f81f768ef9:0x66fbdd9c418daee5,Ocean Blue,NC,4.1
0x88f224cc59715555:0xe001e49a8a932931,Fish Fillet,GA,4.1
0x88e4da602e03364b:0xd5528ae3281d32fb,The Rooftop at Ocean Lodge,GA,3.7
0x88c4a9d1626b33bf:0x4280060eff53a3c5,Rum Bay,FL,4.6
0x88e5c68e14c3ae8f:0xb77c8c2e35f14add,Bassil's,FL,4.3
0x89c80388f8e118f7:0xcdfd18095fb3a43d,Langermann's,MD,4.4
0x88c3110b82caf803:0xc170521fcbbed551,Mermaid Pies and Sandwiches,FL,4.8
0x89ba82f0d54159a7:0xe893ea02f7331b91,Catch N Release Seafood Bar and Grill,VA,4.1
0x89c80f6b453271e1:0x91acda08207dccc5,New York Fried Chicken & Seafood,MD,4.0
0x88f5a1bb7757acf9:0xea6f50298822f1de,Osteria di Mare,GA,4.4
0x8893834047d74797:0x24e77392dd630216,CRAFTY CRAB,FL,4.0
0x88e5c749a6496a53:0x19fad299e83b8298,Fatballs Sports Bar,FL,3.5
0x88db1ddf114f4cbf:0xa162baeff2645dd3,Grouper Grille,FL,4.0
0x88f574af88d2e195:0x845ef990b2575041,Los Cabos bar and grill,GA,4.1
0x89ac26b8e7a2b58b:0x4a7fb6424d85aa80,Long John Silver's,NC,3.0
0x89ac219907ccecb5:0xddbd2cdbfaeac2c7,Popeyes Louisiana Kitchen,NC,3.6
0x89b7e9534089f9e7:0xa23286f843933d1a,America's Best Wings,MD,4.0
0x88d9b7eaa4bd6997:0x255a6eb18f897a3f,All About Crab,FL,3.7
0x88d9bb6747ee0b77:0xf076915aa79a7800,Antojos Peruanos,FL,4.7
0x88e769f15944cb05:0xd44b9d60fbcfc6e4,Takeyama Sushi,FL,4.4
0x88f5115dce109411:0x8db8b944b528777a,COSTA MAR MEXICAN RESTAURANT & SEAFOOD,GA,3.9
0x88e0a9e814752965:0x70cf5937bca79006,New Century Buffet,FL,3.2
0x89aced027904d45f:0xc8899bd03cc5d3c,LemonShark Poke,NC,4.7
0x88e44983161c590d:0xd8b2296002b32733,Billy's Boat House Grill,FL,3.5
0x8890c5215352bab9:0xf7a61e6c247d66c,Popeyes Louisiana Kitchen,FL,3.5
0x88f5a95ab0c753b5:0x2bb6395f8c01a231,Doos Seafood @ Stone Mountain,GA,4.2
0x88e5c77fdb995c87:0xd24f26f03d5d0dd9,23 Flavors Restaurant,FL,4.0
0x89b7628510c67531:0x73c4bfc31e8e8800,Captain Smith's Seafood,MD,4.4
0x88f132049868f2af:0x898e0f000b3cf829,Thompson's Cove Restaurant,GA,4.6
0x89b7dbd261208d19:0xaa43c84d51bccda1,Karen's Seafood,MD,4.2
0x88f5091c54da8ced:0x47fd2496e953bb44,Sushi Yoshino,GA,4.2
0x88d9060b248ea17f:0xece5002d3495c759,Bahamian Reef Seafood Restaurant,FL,3.5
0x885829728b7dc1f1:0xb18226d32df89516,China Kitchen,SC,3.9
0x88e96d7f07387793:0x30dc6a7c2de314dc,The Shrimp Boat,FL,4.7
0x88daef81c080ca1d:0x59ff6a949b761aa5,Deep Lagoon Seafood and Oyster House,FL,4.2
0x88d9b361f6172215:0xa0f24d7b2bdb8771,Traymore Restaurant and Gin Bar,FL,4.2
0x89c804a102cc3279:0xd7f15eac0e965977,Kim's Seafood & Raw Bar,MD,4.4
0x89c804095f302833:0x6c472321aa5b78e3,El Puerto Jarocho Mexican & Seafood Restaurant,MD,4.3
0x88dee701116ffc05:0x92befd1c87928d7f,Kaishin Sushi Izakaya,FL,4.4
0x88e7e3fb43e3b72f:0xf62dceed18bd9a22,El Zarape II Mexican Restaurant,FL,3.7
0x88f5a9a58bec1a3f:0xdbc1b4da25fabc70,Pizza Walley,GA,3.9
0x89c83df90ff78507:0x224c92003967eb30,China Jade,MD,4.0
0x88f5b98085cee817:0x177edfb1c8c21993,Wings Mania,GA,4.7
0x88d901687109573d:0xe1687adeeb9f2fd5,Only Thai Authentic Kitchen,FL,4.6
0x88f509cad7d59fdd:0x5a71522aa7962728,Kajun Crab,GA,4.3
0x8852b480023afd11:0xe0ab2f6bbaef6afe,The Schoolfield Restaurant,VA,4.5
0x88e779d159095a7f:0x268039838846ec08,Mama Lau va Oc,FL,4.3
0x88d8e06d95450167:0x8ab10111edd79df6,Il Girasole,FL,4.8
0x89b81a1279a9183f:0x410862283b394c15,Strongs Bay Seafood Inc,MD,4.8
0x88fe7cce7539feab:0x1a9604624c9637f0,Sams Southern Eatery,SC,4.5
0x888cb6fb0deb9a1f:0xd9ab98ee7f7f12aa,Pat's Backwaters Restaurant,GA,4.7
0x88dd55ba5904729b:0x846a133b33b301a2,Martha's Grill And Bar,FL,4.1
0x89baa32d79d5afbd:0x9b338ad01161e81c,DIVERS CHICKEN & SHRIMP,VA,4.4
0x88db6a72ce3cfa61:0x9d765d1d3e1d933,City Fish Market,FL,4.5
0x88d8e21afa693085:0x110a3998f98eae94,Hijinks Sports Bar & Grill,FL,4.2
0x88e78303055bfc6f:0x9b7852b0ff3fd44e,Mr. & Mrs. Crab Ocoee,FL,4.5
0x88d9e7409cca604b:0x22baf47ce9491999,Mutineer Restaurant,FL,3.3
0x88fc273cf6115531:0x225f0f973c7fe95,Capt Jimmy Bell's Seafood Joint,SC,4.9
0x89ad639677c5cdb3:0x529889c813698623,Breedlove's Seafood,VA,4.5
0x88de111c3443b461:0x128484c1db107dcb,Sea Grapes Restaurant,FL,4.1
0x88f5b977e00800f7:0xe5ba6ef7fc01a12a,The Juicy Crab,GA,4.5
0x88582c2d9c06cd8f:0x682e92094177e185,Joe Joe's Seafood Market,SC,4.1
