nombre_restaurant,gmap_id,estado
Hondos Shrimp & Fish,0x88f5bd77d0672bc5:0xdb8a6eee00dd05bf,GA
Wylds Cafe,0x88db185526fedf71:0xb9069b1e01b310ba,FL
The Crab Shack 2008,0x89b9683a25ac9377:0x78a77aa8c4c9f7a3,VA
Yara's Seafood,0x88e5b3f8a7392ab3:0x44c454fb3a7d6df2,FL
Long John Silver's,0x88e742501dd06437:0x91315e0ad4b88db3,FL
Peperoncino,0x88e77fa02b9bba31:0xf7a7e8ccd7bd7e3,FL
St. George Cantina & Margarita Bar,0x88eb356805939fb1:0x1767d047e0534f8,FL
The Moonshine Grill,0x885970245b920f3d:0x28b29b74f6466f2d,NC
Yummi Crab,0x89baebcfbf5321cf:0x309ad22dbb55cc8b,VA
Hooters,0x88c2bf274a60cdf1:0x61b6d2d596c1f357,FL
Oriental Wok,0x89c80f24ffe851d1:0x38dcec11b1417b5a,MD
Wessel's Tropical BarBQ,0x88d9b160c140e255:0xcd248b5c8d79fc6e,FL
Fat Daddy's Crabs,0x89c81840c6002333:0x11b645541764c688,MD
Miami Garlic Crab,0x88f4fbf4d5768dc9:0x1dfacebfa6fb78db,GA
Cafe Blu,0x88db0334db289ca1:0x617cce936ced706d,FL
Haszard's Open Pit Beef at the Beach,0x88e69c1ad01c675d:0xddc1c0c7ce5f950d,FL
Toomers Seafood Restaurant,0x88fb89b84e4c1657:0x1492f14d27afd4c7,SC
Blue Water Grille,0x885308d7da332b97:0x82e3faa814e6790d,NC
Long John Silver's,0x884ff116f2e16b21:0xa2789c491c822c85,VA
Reefers Gastropub,0x88d7372c25f54c63:0x25eb0bebc12e5442,FL
Phoenix Restaurant and Lounge,0x89ba942c48ffffff:0xfedae381ac9d1947,VA
Crab Heaven Restaurant,0x88f56b4fb5cd9997:0x57d7a15684898f0e,GA
Long John Silver's,0x888aa4c1dedc2323:0xbcfc97432f294509,GA
Ocean & Acre,0x88f59d2b62ba58b3:0xe7be54f296e01cff,GA
Purple Olive Restaurant,0x88e69c36bdb2fd9f:0xc2554bc7b622b0c6,FL
Oceans Restaurant,0x89a9f2e38f0e977b:0xb6fe1d2b658a67f,NC
Ostioneria Michoacan Seafood & Oyster Bar,0x89b65ce17fe5fea3:0xd1895be95af809ec,VA
Mid Atlantic Seafood,0x89b7b971839ba221:0xa085a60e2f27fe39,MD
Shokudo Japanese Seafood,0x8851ab61f99e5c9b:0x47cbbf69cbd32402,NC
Poke Bros.,0x89acfb4a63e63a55:0xa6eec2c17ec29ce4,NC
Twin Seafood,0x89ba981a4d789b27:0xca93302e9e6beb06,VA
Kasco's Seafood & Subs Crab House,0x89b7ba672b6448f7:0x3d924fb1820d7b2,MD
king crab atl,0x88f505e5dc79d447:0x1fda151a26f963a9,GA
Joe's Crab Shack,0x89ba83237dc871b7:0x3f9990e8045ed306,VA
Yummy Chinese Restaurant,0x89baa063c6882571:0xa2724e9c94528dc2,VA
Ameri-Kor Seafood LLC,0x89b2086b7f641b9d:0xc7dd6272b0f2ae74,VA
The Crab Dump,0x89b109749ca06571:0xd573b6376654a8f1,VA
Hangover Grill/Shrimp Cage,0x89acf594f4e61463:0xe4a25b1e84982815,NC
Hokkaido Sushi & Grill Buffet,0x88f5b987566b5471:0xcc705a4e50fae351,GA
Tonyo's Seafood,0x88ee01b0704c3d91:0xf3f462f5e3723bd0,GA
Deep Blu Seafood Grille,0x88dd7f7765e09b79:0x76f168b9afe8d95b,FL
Lobster Shack,0x88d738eb5c27e5cb:0x719894e01de24e82,FL
INTIMO,0x88d9b58d4aaa992d:0xd4e7efef46256eb4,FL
Billy's Crabs,0x89c78ec989886e8d:0x85fc7808c61a0205,MD
Red Crab - Juicy Seafood,0x88f9cfe7062d9009:0xbdf549b28f8510e6,GA
Long John Silver's,0x89b16b37f1cc6917:0x9e8cc22afd8a0970,VA
T & T Restaurant,0x88c2e240c744d4dd:0x6c25977b3d0ea7e4,FL
Kings Seafood,0x89ba830559d05833:0x23c29fbec590a48c,VA
Aubriana's Steak & Seafood,0x89aa1fc7d2d00855:0x8604a1f3bdc210c0,NC
ABO Sarasota,0x88c3406cd432fffd:0x229f588f188d6423,FL
Ocean Bay Seafood,0x89a9f53b1056b4d9:0x1a7cf0437ea48019,NC
NO. 1 Whites,0x88db59bedbc88279:0xf3529885a1eba7ba,FL
Razorback's Raw Bar & Grill,0x89c80faea7486b47:0x811bb681e2a9355a,MD
Long John Silver's,0x89c81cd5e3159e95:0x2a3d20fcc920f073,MD
Highway 19 Restaurant And Music Venue Aka “The Frontier”,0x88e6445e2daa7211:0x5cbd184ad3b2715,FL
Wings 2 Go,0x88f9d0949f417ba3:0x6be74b9c2a6c0f60,GA
Get Carried Away Southern Takeout and Catering,0x8900311601b24951:0xb8e126280c90b6c8,SC
Spicy Hill Restaurant,0x88f4f7923c259ab7:0xb8ba7a370e90f51d,GA
Andy's of Buffalo,0x8857b045b9d15ecf:0xc6586538e94e81a0,SC
Mr. & Mrs. Crab St Pete,0x88c2e3e17042babf:0x37c3e19e9ee9b33f,FL
Duke's Wings And Seafood,0x888aa4bebfe9423f:0x64b5a4a0ebb245a9,GA
Allison's Restaurant,0x89b7eeed3a9cc1cf:0x41ee514f65ad69e4,MD
Carolina Crab House Summerville,0x88fe8b3543214207:0x7ddaa643037541e7,SC
Capt. Brien's Seafood & Raw Bar,0x88daee6793d47c03:0xc316363a9926e157,FL
Crab Du Jour Cajun Seafood Restaurant & Bar,0x88d903d687a14b19:0x304fc26f39ca9de5,FL
Table 427,0x88d8d5d4a9d32753:0xaae61ebcf647877d,FL
J.T.'s at the Lavalette House,0x89b2ad208d5281fb:0x8582909aa41f3807,VA
The Hideout,0x88e7295ffac6cf31:0x4f28e8e0c78d6a9b,FL
Carbone's Steak & Seafood,0x890086df9599f1f5:0xc738288f92f1b517,SC
Bon Picat Restaurant,0x88d9beac5a1975a7:0xba61986ad9eb5daf,FL
Back Porch Oyster Bar is closed,0x885f662604aacdc1:0x8519b03a2d7a08f5,GA
Captain D's,0x888ac04a068afd2b:0xa90a1f4c66fd22d7,GA
Chet's Catering & Seafood,0x8890bed589feb893:0xfaf36d782a8d47d,FL
Carrabba's Italian Grill,0x88e77c5391c0bad9:0x11eccf4be30b8361,FL
Benny's Seafood Restaurant,0x88d9bf357cfa8833:0xf7cc94291ceca96a,FL
Fuse Buffet,0x88541c259536e637:0xe00330bdc09ea348,NC
Seabird,0x89aa1fd3e7a56221:0xf44e0514810b380f,NC
Boil Yard,0x88e84103bb8b7283:0xb03205891d93b8ae,FL
Yesterday's,0x89b7b971a519527d:0x22a685f0d9a3436,MD
Down home seafood,0x89b7bbd5d3cd5029:0x6f2bc6d5b99e0f87,MD
Suburban Seafood,0x89b7b92a5339d551:0x86cce3a08258b52,MD
Crafty Crab Cockeysville,0x89c80d0ac06eb775:0x724041bf077770fc,MD
Joe's Crab Shack,0x88f5ba9fe9150279:0x59f5ffeede7ac4d,GA
Captain D's,0x885f8794c83d2ec5:0x493049f73198e75b,GA
Sakura Japanese Restaurant,0x8856be368d8ffe81:0x8515e113a398bddf,NC
Angel's Fine Dining,0x88fab88c5a4b0af7:0x7ae0d53d6cb5c1d2,GA
Cousins Maine Lobster RALEIGH 🦞,0x89ac5f79761684d5:0xa288a43e38712525,NC
Pollito chicken,0x88dd7f7929200b0b:0x4f41920d92e7c1d0,FL
Captain Tom's Seafood,0x88530ac89f81c2fd:0x5745eae891996fce,NC
Buddy's Crabs & Ribs,0x89b929a37d6233bb:0x6b2d0cade8567995,MD
Crab Hut Express,0x88f523c1cbd4f2ad:0x87cc1c767c1230ad,GA
Divine Fish & Fixin's,0x88540f6dfcab242b:0xbbf082726860f8f5,NC
The Dahlia,0x89b2d712622b6fc9:0xed29d58128db9e36,VA
Bill Bateman's Rosedale,0x89c806348639d0d7:0x5a2e1bc690dde52e,MD
New Orleans Cajun Seafood,0x88e767ace1a70c87:0x161ebd0a162deef5,FL
Captain's Corner,0x88f08603cdbed121:0xb0f4cf1f766dcc28,GA
CRAWDADDY'S,0x88fac2650c84ffc3:0x4ce64aafb5f3ae2f,GA
Rick’s Maine Lobster 2019,0x89ba59e6cac6965d:0x647a3e69acda9a34,VA
The Market,0x888ccda355414df5:0x35e0be23f7f40e63,GA
Porter Island Seafood Restaurant,0x88ec8370092139a7:0xf3f15aedf7fe0b05,FL
Two Chefs Seafood Oyster Bar,0x88e77af11333ecc7:0x53619e1d73a11a98,FL
Phillips Seafood,0x88fae38435671689:0xc1c93b808b5639b9,GA
Joe's Crab Shack,0x88dd8019a223da7d:0x6518dc6b4dac8df3,FL
M & A Seafood,0x89ba8506b9a6ebc5:0x7b383c3e3599369f,VA
"Supreme Fish Delight, Camp Creek",0x88f4e213427b0001:0x9a86dd0812550731,GA
Steamin Mad Crabs,0x89c84035a5b8c495:0xe519abbdaecf94c5,MD
Shrimp & Fish Box,0x88f4494cd5c7ac27:0x7245dad69a0dcd3f,GA
Long John Silver's,0x89b7bf11bcb46319:0x8eea123e6d131d07,MD
Lakeside Grille,0x88f90e6946984069:0xcbdb5394a34c05dd,SC
Rattlesnake Jakes Bar & Grill,0x88d8e260b482bf41:0x30983b9ddc642e12,FL
Mahana Poke,0x89b63f3e164e97cf:0x78a30d807c5bdd66,VA
"Sakura Japanese Steak, Seafood House & Sushi Bar",0x89b7dd2a93a79027:0x136f09adb6c64f3b,MD
Bryan's Chicken,0x89c81d94df65c113:0xdd151e9f66eb20c7,MD
Maryland Fried Chicken of Hartsville / The Shrimper,0x885577429dda06e5:0x7ce75110769f55d7,SC
Ground & Griddled Bar & Kitchen,0x88d9290bf7a09ac1:0x1a23291146fbb6b,FL
33 Oyster Shack,0x89aef5373b4b5f41:0x5099b1e43015e854,NC
Eastpoint Seafood & Salad,0x88f51d5398b93b61:0xeae99780198fe4a5,GA
Island Grill at Mandalay,0x88d7420229e41ea5:0x7899efccb7d9e8a1,FL
Lil Chef,0x88531f48dab77b71:0x764039d7234d05ec,NC
Surf Rider West,0x89ba967543dc2281:0xa20b16ff58d83744,VA
Lansdowne Inn,0x89c81d181a274255:0x9f0fe0b56852880e,MD
Long John Silver's,0x89ba82c1614a8ded:0xc10436dc0beb0aeb,VA
Outback Steakhouse,0x88fc774c6800b599:0xc4887c22dbc9281d,SC
FATZ,0x88531bd35312551d:0x86695417d23d9484,NC
Blue Marlin Italian Grille,0x88df2ade0750d195:0x8952547bed18256e,FL
THE BLACK PEARL ISLAND GRILL,0x88913f4d9de4aa1d:0x55c0933c5d84efb6,FL
Captain D's,0x89b16a7daabc45c3:0xd7841aed6cd0d3d4,VA
Shake Shake Seafood,0x88541b4d1a65ee4b:0xdaa6b07fb0f356b1,NC
Grillfish,0x88d9b49013bd285d:0x1d128124b20cea8,FL
Big Joe's - Beaufort Barbecue and Seafood Restaurant,0x88fc0b4e7bc55a85:0xbc84e7459583291c,SC
Ocean Blue Island Grill,0x89b639c3fb427b4d:0x4260d9c666e0e454,VA
Fat Fish Blue,0x88e77e4b1298aed1:0x2cbc3712d6f3dcb3,FL
Carter's Catfish House,0x88ee0bbb0f8c333d:0x48e4cf9e1daf5dfd,GA
Bankhead Seafood,0x88f51b4d90e618ad:0x68cf1e8a41cc1319,GA
King Wok,0x89b6377d511efca3:0x47d6ea5af630f842,VA
Krab Kingz Seafood of Bartow,0x88dd175d524431fd:0xc2144267c7ef2d57,FL
Cravin' Cajun Seafood,0x88dd3955696ebaf1:0x111af25a565e5532,FL
"Quickie D""s Seafood",0x89aeaa1c14eb3f0f:0xdd69bcb561bc1cda,NC
Bonefish Grill,0x89b645e3e2f789d7:0xc6c78652fd3d5298,VA
​Tian Yi,0x89c8051d9e085201:0x2d28defb289c848c,MD
Miller's Ale House - North Miami Beach,0x88d9ad08ad6278c1:0xba40a6615b7a6f00,FL
Off The Hook Comedy Club,0x88db1c3a872fa421:0xe0e32760ee2e7180,FL
Juliette's Bistro,0x88e5b716c63680e5:0x28d7f53fdfb1f3a5,FL
Starting Gate Stone Crab & Oyster Bar,0x88d9ac86435b42f3:0x40084fe22ec0065c,FL
Hiawassee Seafood Bar & Grill,0x885f2f5d69495555:0x2589fb0ca798cc20,GA
Sushi Maki (Brickell),0x88d9b6840b4ca0f5:0xaa5882990432de8e,FL
Steamer Oyster & Steakhouse,0x88fc0d767cf0a917:0x75016a31d3946349,SC
The Landing,0x89bac0c1c57965c1:0x1351d4f8922198e3,VA
Chase Plaza Seafood,0x89c7e3d3c1a136f7:0x475c86a61507a4cc,MD
Popeyes Louisiana Kitchen,0x89b7e3513d3fdac7:0x597474d87a8fc16f,MD
Sweetgrass Restaurant and Bar,0x88fc13d9e2f49617:0xcd67034927b1607a,SC
The crab 99,0x89c9f3222ec568a7:0x3efbe59565f3635d,MD
Guru India Restaurant,0x89acc2e1e435bb27:0xcca569f7678725f6,NC
Mackey's American Pub,0x89b65c750c873ef1:0x43767fadabb0f8ff,VA
Fish,0x88d1ab7a240f110f:0x363f16eeeddcf35,FL
Ocean Blue,0x885318f81f768ef9:0x66fbdd9c418daee5,NC
Fish Fillet,0x88f224cc59715555:0xe001e49a8a932931,GA
The Rooftop at Ocean Lodge,0x88e4da602e03364b:0xd5528ae3281d32fb,GA
Rum Bay,0x88c4a9d1626b33bf:0x4280060eff53a3c5,FL
Bassil's,0x88e5c68e14c3ae8f:0xb77c8c2e35f14add,FL
Langermann's,0x89c80388f8e118f7:0xcdfd18095fb3a43d,MD
Mermaid Pies and Sandwiches,0x88c3110b82caf803:0xc170521fcbbed551,FL
Catch N Release Seafood Bar and Grill,0x89ba82f0d54159a7:0xe893ea02f7331b91,VA
New York Fried Chicken & Seafood,0x89c80f6b453271e1:0x91acda08207dccc5,MD
Osteria di Mare,0x88f5a1bb7757acf9:0xea6f50298822f1de,GA
CRAFTY CRAB,0x8893834047d74797:0x24e77392dd630216,FL
Fatballs Sports Bar,0x88e5c749a6496a53:0x19fad299e83b8298,FL
Grouper Grille,0x88db1ddf114f4cbf:0xa162baeff2645dd3,FL
Los Cabos bar and grill,0x88f574af88d2e195:0x845ef990b2575041,GA
Long John Silver's,0x89ac26b8e7a2b58b:0x4a7fb6424d85aa80,NC
Popeyes Louisiana Kitchen,0x89ac219907ccecb5:0xddbd2cdbfaeac2c7,NC
America's Best Wings,0x89b7e9534089f9e7:0xa23286f843933d1a,MD
All About Crab,0x88d9b7eaa4bd6997:0x255a6eb18f897a3f,FL
Antojos Peruanos,0x88d9bb6747ee0b77:0xf076915aa79a7800,FL
Takeyama Sushi,0x88e769f15944cb05:0xd44b9d60fbcfc6e4,FL
COSTA MAR MEXICAN RESTAURANT & SEAFOOD,0x88f5115dce109411:0x8db8b944b528777a,GA
New Century Buffet,0x88e0a9e814752965:0x70cf5937bca79006,FL
LemonShark Poke,0x89aced027904d45f:0xc8899bd03cc5d3c,NC
Billy's Boat House Grill,0x88e44983161c590d:0xd8b2296002b32733,FL
Popeyes Louisiana Kitchen,0x8890c5215352bab9:0xf7a61e6c247d66c,FL
Doos Seafood @ Stone Mountain,0x88f5a95ab0c753b5:0x2bb6395f8c01a231,GA
23 Flavors Restaurant,0x88e5c77fdb995c87:0xd24f26f03d5d0dd9,FL
Captain Smith's Seafood,0x89b7628510c67531:0x73c4bfc31e8e8800,MD
Thompson's Cove Restaurant,0x88f132049868f2af:0x898e0f000b3cf829,GA
Karen's Seafood,0x89b7dbd261208d19:0xaa43c84d51bccda1,MD
Sushi Yoshino,0x88f5091c54da8ced:0x47fd2496e953bb44,GA
Bahamian Reef Seafood Restaurant,0x88d9060b248ea17f:0xece5002d3495c759,FL
China Kitchen,0x885829728b7dc1f1:0xb18226d32df89516,SC
The Shrimp Boat,0x88e96d7f07387793:0x30dc6a7c2de314dc,FL
Deep Lagoon Seafood and Oyster House,0x88daef81c080ca1d:0x59ff6a949b761aa5,FL
Traymore Restaurant and Gin Bar,0x88d9b361f6172215:0xa0f24d7b2bdb8771,FL
Kim's Seafood & Raw Bar,0x89c804a102cc3279:0xd7f15eac0e965977,MD
El Puerto Jarocho Mexican & Seafood Restaurant,0x89c804095f302833:0x6c472321aa5b78e3,MD
Kaishin Sushi Izakaya,0x88dee701116ffc05:0x92befd1c87928d7f,FL
El Zarape II Mexican Restaurant,0x88e7e3fb43e3b72f:0xf62dceed18bd9a22,FL
Pizza Walley,0x88f5a9a58bec1a3f:0xdbc1b4da25fabc70,GA
China Jade,0x89c83df90ff78507:0x224c92003967eb30,MD
Wings Mania,0x88f5b98085cee817:0x177edfb1c8c21993,GA
Only Thai Authentic Kitchen,0x88d901687109573d:0xe1687adeeb9f2fd5,FL
Kajun Crab,0x88f509cad7d59fdd:0x5a71522aa7962728,GA
The Schoolfield Restaurant,0x8852b480023afd11:0xe0ab2f6bbaef6afe,VA
Mama Lau va Oc,0x88e779d159095a7f:0x268039838846ec08,FL
Il Girasole,0x88d8e06d95450167:0x8ab10111edd79df6,FL
Strongs Bay Seafood Inc,0x89b81a1279a9183f:0x410862283b394c15,MD
Sams Southern Eatery,0x88fe7cce7539feab:0x1a9604624c9637f0,SC
Pat's Backwaters Restaurant,0x888cb6fb0deb9a1f:0xd9ab98ee7f7f12aa,GA
Martha's Grill And Bar,0x88dd55ba5904729b:0x846a133b33b301a2,FL
DIVERS CHICKEN & SHRIMP,0x89baa32d79d5afbd:0x9b338ad01161e81c,VA
City Fish Market,0x88db6a72ce3cfa61:0x9d765d1d3e1d933,FL
Hijinks Sports Bar & Grill,0x88d8e21afa693085:0x110a3998f98eae94,FL
Mr. & Mrs. Crab Ocoee,0x88e78303055bfc6f:0x9b7852b0ff3fd44e,FL
Mutineer Restaurant,0x88d9e7409cca604b:0x22baf47ce9491999,FL
Capt Jimmy Bell's Seafood Joint,0x88fc273cf6115531:0x225f0f973c7fe95,SC
Breedlove's Seafood,0x89ad639677c5cdb3:0x529889c813698623,VA
Sea Grapes Restaurant,0x88de111c3443b461:0x128484c1db107dcb,FL
The Juicy Crab,0x88f5b977e00800f7:0xe5ba6ef7fc01a12a,GA
Joe Joe's Seafood Market,0x88582c2d9c06cd8f:0x682e92094177e185,SC
The Old FarmHouse Buffet,0x88545f66c1e46599:0xf5da3cc04d641311,NC
Oh Ceviche,0x88d9a85e5f32e4df:0x4a87096dd7dcf6d1,FL
Kretch's Restaurant,0x88daefb2134cf88b:0x4c8f41f501648f5c,FL
Pacific Deli,0x88f4f71d555fad6d:0xf075487b08d292bf,GA
Port Land Grille,0x89a9f36e66056817:0x35458f2eec8a5841,NC
Captain Peter's Seafood,0x89b7bcf4ef7ca843:0x24e27543a88880b1,MD
Rodeo's Steak Pit & Seafood,0x889483342f7c4a0d:0xf617f34b4259f7a6,FL
Rook's Corner Restaurant,0x89b62d211d9c4d23:0xdf79987368d9e806,MD
Bamz Restaurant,0x88dae3d437f62c5d:0x3876a30650cfb9d2,FL
Popeyes Louisiana Kitchen,0x89b6560db26d328f:0x25b4cc885ee22d07,VA
Sea Star Restaurant,0x89b7c1c22584d38b:0xfc68d70d47701298,MD
Long John Silver's,0x884e2d18768498b1:0xdb9f7e0f5804aa96,VA
Favor Flavor Seafood Restaurant,0x8890bf4bf1bbdee1:0x27df2ec6d8481bc1,FL
Blue Stingray Seafood Restaurant,0x89ace3b54749b56d:0xfc34d5b2fa6c6ce9,NC
Kamado Grille,0x89ac58459a629dbd:0x6ed7c989de8ba25d,NC
BJ's Seafood,0x88e8a3e880ad2f43:0x9e73cf56abe89074,FL
Caliza Restaurant,0x8893ee1e836a3f07:0x259ddb2dba131a5a,FL
Clearwater Oyster Company,0x88c2f762135c2ea1:0xfa7a318ae02791f6,FL
Bugeye Grill,0x89b76319b62b4e39:0x7d954f704b720b35,MD
Booty's Fish House,0x88f62702b77a931d:0xfd2fd83383af13fe,GA
Eddie's Cafe,0x89b7c40b00c326ef:0xe1bdf96f6ffc6575,MD
Southern Pecan - Gulf Coast Kitchen,0x88569fe7cf3bed15:0x4c9e6463d82c236d,NC
Baltimore Crab Cake Co.,0x8856a178f7d202ab:0xe8f334551588eed1,NC
Miller's Ale House,0x89b7c77e8d56042d:0x7e7239545292ea65,MD
Crab Shack Atl,0x88f50334a806f5d1:0x2bd1ce9e276b03f7,GA
"Sakura Japanese Steak, Seafood House & Sushi Bar",0x89b63d0b5887b879:0x5d5c12c4333d5bf3,VA
Moe's Italian Restaurant,0x89b2174c14b8d3f9:0x5143fe00c426de7e,VA
Sebastion's (Formerly Known As Sigler's Seafood & Steak),0x88fb8908a3f5f1d3:0x850b8749912e1d80,SC
"Alchemist Beverage Company & Market - Wine, Spirits, Beer, and More on Johnnie Dodds",0x88fe71d9c1070cbd:0x2910ea6e8f9db778,SC
Boss Seafood,0x88f95d204f6b3547:0x5300dadf3cebd42a,SC
Captain D's - Permanently Closed,0x88557670db9a37d1:0x649e4720b89b0b44,SC
Mariscos Los Delfines,0x8858306317dbe883:0xf867465504783796,SC
Hidden Cove Restaurant,0x88fe509de6b67a51:0xe527e6daf9c79346,SC
Neely's Restaurant,0x88f43595c3d1065d:0x8106c1ca3d6d8254,GA
Agave Azul Mexican Cuisine,0x88915eb3c960ea19:0x97b5030637f120a9,FL
S & S Seafood,0x89b7a571fa0f8227:0x8c21b6ae217bde5e,MD
Aqua Restaurant,0x89a890ead43752d3:0x70b445ba437a5d0b,NC
The Good Stuff Wings and Seafood,0x89b7fd40ea90f4a7:0xa708b2aee9a43cd5,MD
King Cajun Seafood,0x88fb755bb170aeed:0xa23bd16dbe4fc874,GA
Colin's Seafood & Grill,0x89c80f4287434ecb:0x7b97fb33a2337c26,MD
Snack Shack,0x88dd7f9cdd1577e1:0xd9c656aef88d79cb,FL
Farolito Restaurant,0x88d9b7ae4cac0e47:0xc0fb845d06160e78,FL
Aji Limon Peruvian Kitchen Naples,0x88db02ada4b90241:0x3fedcb077aae1384,FL
Krab Kingz FLC,0x88d9e194bb0dab77:0x40dfdd0d9053e7e4,FL
Theo's Deli & Seafood,0x88f7fb5a6f5df57b:0x8747e0ec0cae2476,SC
Rusty Anchor,0x88d1b1771251fb5d:0x7da2d71d45c266d,FL
JB Seafood,0x89c9e7dc208cce6f:0xae8f15a66b54ce,MD
Potomac Fish House,0x89b7c775b9498293:0xa453b0b89ee0666,MD
This Is It! BBQ and Seafood (Old National),0x88f4e364bee79f67:0x639fa8addd7fa14f,GA
New Orleans Seafood,0x88f4fb61661332f5:0xbcb962a11cdc6649,GA
Steven's Fine Food,0x88f45bec7d7cd225:0xc7baf0cd6c7b522e,GA
